country,year,sex,age,suicides_no,population,HDI for year,gdp_for_year ($),suicides/100K
Albania,1987,male,15-24 years,21,312900,0.0,2156624900,6.7114093959731544
Albania,1987,male,35-54 years,16,308000,0.0,2156624900,5.194805194805195
Albania,1987,female,15-24 years,14,289700,0.0,2156624900,4.832585433206766
Albania,1987,male,75+ years,1,21800,0.0,2156624900,4.587155963302752
Albania,1987,male,25-34 years,9,274300,0.0,2156624900,3.281079110462997
Albania,1987,female,75+ years,1,35600,0.0,2156624900,2.808988764044944
Albania,1987,female,35-54 years,6,278800,0.0,2156624900,2.1520803443328553
Albania,1987,female,25-34 years,4,257200,0.0,2156624900,1.5552099533437014
Albania,1987,male,55-74 years,1,137500,0.0,2156624900,0.7272727272727273
Albania,1987,female,5-14 years,0,311000,0.0,2156624900,0.0
Albania,1987,female,55-74 years,0,144600,0.0,2156624900,0.0
Albania,1987,male,5-14 years,0,338200,0.0,2156624900,0.0
Albania,1988,female,75+ years,2,36400,0.0,2126000000,5.4945054945054945
Albania,1988,male,15-24 years,17,319200,0.0,2126000000,5.325814536340852
Albania,1988,male,75+ years,1,22300,0.0,2126000000,4.484304932735426
Albania,1988,male,35-54 years,14,314100,0.0,2126000000,4.457179242279529
Albania,1988,male,55-74 years,4,140200,0.0,2126000000,2.8530670470756063
Albania,1988,female,15-24 years,8,295600,0.0,2126000000,2.706359945872801
Albania,1988,female,55-74 years,3,147500,0.0,2126000000,2.0338983050847457
Albania,1988,female,25-34 years,5,262400,0.0,2126000000,1.9054878048780488
Albania,1988,male,25-34 years,5,279900,0.0,2126000000,1.7863522686673812
Albania,1988,female,35-54 years,4,284500,0.0,2126000000,1.4059753954305798
Albania,1988,female,5-14 years,0,317200,0.0,2126000000,0.0
Albania,1988,male,5-14 years,0,345000,0.0,2126000000,0.0
Albania,1989,male,75+ years,2,22500,0.0,2335124988,8.88888888888889
Albania,1989,male,25-34 years,18,283600,0.0,2335124988,6.346967559943582
Albania,1989,male,35-54 years,15,318400,0.0,2335124988,4.711055276381909
Albania,1989,male,55-74 years,6,142100,0.0,2335124988,4.2223786066150595
Albania,1989,male,15-24 years,12,323500,0.0,2335124988,3.7094281298299845
Albania,1989,female,35-54 years,7,288600,0.0,2335124988,2.4255024255024256
Albania,1989,female,15-24 years,5,299900,0.0,2335124988,1.6672224074691564
Albania,1989,female,25-34 years,2,266300,0.0,2335124988,0.7510326699211416
Albania,1989,female,55-74 years,1,149600,0.0,2335124988,0.6684491978609626
Albania,1989,female,5-14 years,0,321900,0.0,2335124988,0.0
Albania,1989,female,75+ years,0,37000,0.0,2335124988,0.0
Albania,1989,male,5-14 years,0,349700,0.0,2335124988,0.0
Albania,1992,male,35-54 years,12,343800,0.0,709452584,3.4904013961605584
Albania,1992,male,15-24 years,9,263700,0.0,709452584,3.4129692832764507
Albania,1992,male,55-74 years,5,159500,0.0,709452584,3.134796238244514
Albania,1992,male,25-34 years,7,245500,0.0,709452584,2.8513238289205702
Albania,1992,female,15-24 years,7,292400,0.0,709452584,2.3939808481532148
Albania,1992,female,25-34 years,4,267400,0.0,709452584,1.4958863126402393
Albania,1992,female,35-54 years,2,323100,0.0,709452584,0.6190034045187249
Albania,1992,female,55-74 years,1,164900,0.0,709452584,0.6064281382656155
Albania,1992,female,5-14 years,0,336700,0.0,709452584,0.0
Albania,1992,female,75+ years,0,38700,0.0,709452584,0.0
Albania,1992,male,5-14 years,0,362900,0.0,709452584,0.0
Albania,1992,male,75+ years,0,23900,0.0,709452584,0.0
Albania,1993,male,15-24 years,18,243300,0.0,1228071038,7.398273736128237
Albania,1993,male,55-74 years,7,165000,0.0,1228071038,4.242424242424242
Albania,1993,male,75+ years,1,24200,0.0,1228071038,4.132231404958678
Albania,1993,male,25-34 years,9,230100,0.0,1228071038,3.9113428943937416
Albania,1993,female,15-24 years,1,285300,0.0,1228071038,0.35050823694356814
Albania,1993,male,35-54 years,1,350300,0.0,1228071038,0.28546959748786754
Albania,1993,female,25-34 years,7,261800,0.0,1228071038,2.6737967914438503
Albania,1993,female,35-54 years,7,331200,0.0,1228071038,2.1135265700483092
Albania,1993,female,55-74 years,2,169500,0.0,1228071038,1.1799410029498525
Albania,1993,female,5-14 years,1,340300,0.0,1228071038,0.29385836027034967
Albania,1993,male,5-14 years,1,367000,0.0,1228071038,0.2724795640326976
Albania,1993,female,75+ years,0,39300,0.0,1228071038,0.0
Albania,1994,male,75+ years,2,24600,0.0,1985673798,8.130081300813009
Albania,1994,male,55-74 years,11,171400,0.0,1985673798,6.417736289381564
Albania,1994,female,75+ years,2,39900,0.0,1985673798,5.012531328320802
Albania,1994,male,25-34 years,6,231400,0.0,1985673798,2.592912705272256
Albania,1994,male,35-54 years,9,362800,0.0,1985673798,2.4807056229327453
Albania,1994,male,15-24 years,6,242200,0.0,1985673798,2.477291494632535
Albania,1994,female,15-24 years,6,282600,0.0,1985673798,2.1231422505307855
Albania,1994,female,25-34 years,4,261100,0.0,1985673798,1.5319800842589044
Albania,1994,female,35-54 years,2,342500,0.0,1985673798,0.5839416058394161
Albania,1994,female,55-74 years,1,174600,0.0,1985673798,0.572737686139748
Albania,1994,male,5-14 years,1,371800,0.0,1985673798,0.2689618074233459
Albania,1994,female,5-14 years,0,344400,0.0,1985673798,0.0
Albania,1995,male,25-34 years,13,232900,0.619,2424499009,5.5817947617003005
Albania,1995,male,55-74 years,9,178000,0.619,2424499009,5.056179775280899
Albania,1995,female,75+ years,2,40800,0.619,2424499009,4.901960784313726
Albania,1995,female,15-24 years,13,283500,0.619,2424499009,4.585537918871252
Albania,1995,male,15-24 years,11,241200,0.619,2424499009,4.560530679933665
Albania,1995,male,75+ years,1,25100,0.619,2424499009,3.9840637450199203
Albania,1995,male,35-54 years,14,375900,0.619,2424499009,3.7243947858473
Albania,1995,female,25-34 years,7,264000,0.619,2424499009,2.6515151515151514
Albania,1995,female,35-54 years,8,356400,0.619,2424499009,2.244668911335578
Albania,1995,male,5-14 years,6,376500,0.619,2424499009,1.593625498007968
Albania,1995,female,55-74 years,2,180400,0.619,2424499009,1.1086474501108647
Albania,1995,female,5-14 years,2,348700,0.619,2424499009,0.5735589331803843
Albania,1996,male,75+ years,2,25400,0.0,3314898292,7.874015748031496
Albania,1996,male,15-24 years,17,243600,0.0,3314898292,6.9786535303776684
Albania,1996,male,25-34 years,14,235300,0.0,3314898292,5.9498512537186565
Albania,1996,female,15-24 years,16,287700,0.0,3314898292,5.561348627042058
Albania,1996,female,75+ years,2,41200,0.0,3314898292,4.8543689320388355
Albania,1996,female,25-34 years,1,267900,0.0,3314898292,0.3732736095558044
Albania,1996,male,35-54 years,12,379600,0.0,3314898292,3.161222339304531
Albania,1996,female,35-54 years,9,362000,0.0,3314898292,2.4861878453038675
Albania,1996,male,55-74 years,3,179900,0.0,3314898292,1.6675931072818233
Albania,1996,female,55-74 years,1,183100,0.0,3314898292,0.5461496450027308
Albania,1996,male,5-14 years,2,380400,0.0,3314898292,0.5257623554153523
Albania,1996,female,5-14 years,1,354100,0.0,3314898292,0.2824060999717594
Albania,1997,male,25-34 years,36,236000,0.0,2359903108,15.254237288135593
Albania,1997,male,15-24 years,33,244400,0.0,2359903108,13.502454991816695
Albania,1997,male,75+ years,3,25400,0.0,2359903108,11.811023622047244
Albania,1997,male,35-54 years,3,380800,0.0,2359903108,0.7878151260504203
Albania,1997,female,15-24 years,21,294000,0.0,2359903108,7.142857142857143
Albania,1997,male,55-74 years,12,180300,0.0,2359903108,6.655574043261232
Albania,1997,female,25-34 years,16,273900,0.0,2359903108,5.841548010222709
Albania,1997,female,75+ years,2,42100,0.0,2359903108,4.750593824228028
Albania,1997,female,35-54 years,7,370100,0.0,2359903108,1.8913807079167793
Albania,1997,female,5-14 years,6,361800,0.0,2359903108,1.658374792703151
Albania,1997,male,5-14 years,4,381500,0.0,2359903108,1.0484927916120577
Albania,1997,female,55-74 years,0,187000,0.0,2359903108,0.0
Albania,1998,male,75+ years,3,25800,0.0,2707123772,11.627906976744185
Albania,1998,male,15-24 years,27,248800,0.0,2707123772,10.85209003215434
Albania,1998,female,15-24 years,32,295600,0.0,2707123772,10.825439783491204
Albania,1998,male,25-34 years,26,240400,0.0,2707123772,10.815307820299502
Albania,1998,male,35-54 years,29,388200,0.0,2707123772,7.470376094796497
Albania,1998,male,55-74 years,9,183800,0.0,2707123772,4.896626768226333
Albania,1998,female,25-34 years,1,275300,0.0,2707123772,0.3632401017072285
Albania,1998,female,55-74 years,6,188200,0.0,2707123772,3.1880977683315623
Albania,1998,female,35-54 years,9,372100,0.0,2707123772,2.4187046492878257
Albania,1998,male,5-14 years,2,388400,0.0,2707123772,0.5149330587023687
Albania,1998,female,5-14 years,1,363800,0.0,2707123772,0.2748763056624519
Albania,1998,female,75+ years,0,42300,0.0,2707123772,0.0
Albania,1999,male,75+ years,3,25900,0.0,3414760915,11.583011583011583
Albania,1999,male,15-24 years,24,250600,0.0,3414760915,9.577015163607344
Albania,1999,female,75+ years,4,42400,0.0,3414760915,9.433962264150944
Albania,1999,male,35-54 years,31,391100,0.0,3414760915,7.926361544362056
Albania,1999,male,25-34 years,19,242300,0.0,3414760915,7.841518778373916
Albania,1999,male,55-74 years,14,185200,0.0,3414760915,7.559395248380129
Albania,1999,female,15-24 years,19,296800,0.0,3414760915,6.401617250673855
Albania,1999,female,25-34 years,13,276500,0.0,3414760915,4.701627486437613
Albania,1999,female,55-74 years,6,188800,0.0,3414760915,3.1779661016949152
Albania,1999,female,35-54 years,5,373600,0.0,3414760915,1.3383297644539613
Albania,1999,female,5-14 years,1,365200,0.0,3414760915,0.2738225629791895
Albania,1999,male,5-14 years,0,391300,0.0,3414760915,0.0
Albania,2000,male,25-34 years,17,232000,0.6559999999999999,3632043908,7.3275862068965525
Albania,2000,male,55-74 years,1,177400,0.6559999999999999,3632043908,0.5636978579481398
Albania,2000,female,75+ years,2,37800,0.6559999999999999,3632043908,5.291005291005291
Albania,2000,male,75+ years,1,24900,0.6559999999999999,3632043908,4.016064257028113
Albania,2000,female,15-24 years,6,263900,0.6559999999999999,3632043908,2.2735884804850324
Albania,2000,male,15-24 years,5,240000,0.6559999999999999,3632043908,2.0833333333333335
Albania,2000,female,35-54 years,5,332200,0.6559999999999999,3632043908,1.5051173991571343
Albania,2000,female,25-34 years,3,245800,0.6559999999999999,3632043908,1.2205044751830756
Albania,2000,male,35-54 years,4,374700,0.6559999999999999,3632043908,1.0675206832132373
Albania,2000,male,5-14 years,1,374900,0.6559999999999999,3632043908,0.2667377967457989
Albania,2000,female,5-14 years,0,324700,0.6559999999999999,3632043908,0.0
Albania,2000,female,55-74 years,0,168000,0.6559999999999999,3632043908,0.0
Albania,2001,male,25-34 years,22,206484,0.0,4060758804,10.654578562987933
Albania,2001,male,35-54 years,34,378826,0.0,4060758804,8.975096746263455
Albania,2001,male,55-74 years,11,196670,0.0,4060758804,5.593125540245081
Albania,2001,female,75+ years,2,47254,0.0,4060758804,4.232445930503237
Albania,2001,male,15-24 years,1,256039,0.0,4060758804,0.39056549978714183
Albania,2001,female,15-24 years,9,271359,0.0,4060758804,3.3166395807767572
Albania,2001,female,35-54 years,12,370191,0.0,4060758804,3.2415698922988403
Albania,2001,male,75+ years,1,31044,0.0,4060758804,3.2212343770132716
Albania,2001,female,55-74 years,6,189799,0.0,4060758804,3.161238994936749
Albania,2001,male,5-14 years,6,321556,0.0,4060758804,1.8659269303014094
Albania,2001,female,25-34 years,4,222771,0.0,4060758804,1.7955658501330962
Albania,2001,female,5-14 years,2,307356,0.0,4060758804,0.6507112273715171
Albania,2002,male,75+ years,4,31007,0.0,4435078648,12.90031283258619
Albania,2002,male,25-34 years,23,206286,0.0,4435078648,11.14956904491822
Albania,2002,male,35-54 years,35,382139,0.0,4435078648,9.158970950360994
Albania,2002,male,55-74 years,13,198130,0.0,4435078648,6.561348609498814
Albania,2002,male,15-24 years,15,263067,0.0,4435078648,5.701969460251571
Albania,2002,female,15-24 years,14,275970,0.0,4435078648,5.073015182809725
Albania,2002,female,35-54 years,15,375113,0.0,4435078648,3.9987950297643646
Albania,2002,female,25-34 years,7,223685,0.0,4435078648,3.1294007197621654
Albania,2002,female,75+ years,1,47407,0.0,4435078648,2.1093931275971904
Albania,2002,female,55-74 years,4,191712,0.0,4435078648,2.086463027875146
Albania,2002,female,5-14 years,1,304850,0.0,4435078648,0.3280301787764474
Albania,2002,male,5-14 years,1,319473,0.0,4435078648,0.31301549739727613
Albania,2003,female,75+ years,6,49088,0.0,5746945913,12.222946544980443
Albania,2003,male,55-74 years,16,201520,0.0,5746945913,7.939658594680428
Albania,2003,male,35-54 years,28,386196,0.0,5746945913,7.250204559342925
Albania,2003,male,15-24 years,15,273235,0.0,5746945913,5.489779859827621
Albania,2003,female,15-24 years,14,283709,0.0,5746945913,4.934633726811628
Albania,2003,female,55-74 years,9,195699,0.0,5746945913,4.598899330093664
Albania,2003,male,25-34 years,9,205433,0.0,5746945913,4.380990395895498
Albania,2003,female,25-34 years,9,222941,0.0,5746945913,4.036942509453174
Albania,2003,female,35-54 years,13,381760,0.0,5746945913,3.4052808046940486
Albania,2003,male,75+ years,1,32667,0.0,5746945913,3.06119325313007
Albania,2003,male,5-14 years,4,313204,0.0,5746945913,1.27712289753643
Albania,2003,female,5-14 years,0,298477,0.0,5746945913,0.0
Albania,2004,male,75+ years,4,35526,0.0,7314865176,11.259359342453413
Albania,2004,male,35-54 years,39,391767,0.0,7314865176,9.95489666051505
Albania,2004,male,25-34 years,16,203938,0.0,7314865176,7.845521678157087
Albania,2004,female,15-24 years,2,292268,0.0,7314865176,0.6843034475207685
Albania,2004,male,15-24 years,19,286768,0.0,7314865176,6.625564916587625
Albania,2004,female,75+ years,3,50970,0.0,7314865176,5.885815185403178
Albania,2004,female,25-34 years,11,222389,0.0,7314865176,4.9462878109978465
Albania,2004,male,55-74 years,1,207202,0.0,7314865176,0.48262082412331925
Albania,2004,female,35-54 years,17,391436,0.0,7314865176,4.342983271850316
Albania,2004,female,55-74 years,3,203841,0.0,7314865176,1.4717353231194903
Albania,2004,female,5-14 years,3,286705,0.0,7314865176,1.046371706109067
Albania,2004,male,5-14 years,1,302181,0.0,7314865176,0.3309274904775615
Albania,2005,female,15-24 years,0,281922,0.695,8158548717,0.0
Albania,2005,female,25-34 years,0,190745,0.695,8158548717,0.0
Albania,2005,female,35-54 years,0,386513,0.695,8158548717,0.0
Albania,2005,female,5-14 years,0,276559,0.695,8158548717,0.0
Albania,2005,female,55-74 years,0,210998,0.695,8158548717,0.0
Albania,2005,female,75+ years,0,53191,0.695,8158548717,0.0
Albania,2005,male,15-24 years,0,281675,0.695,8158548717,0.0
Albania,2005,male,25-34 years,0,177519,0.695,8158548717,0.0
Albania,2005,male,35-54 years,0,380242,0.695,8158548717,0.0
Albania,2005,male,5-14 years,0,291367,0.695,8158548717,0.0
Albania,2005,male,55-74 years,0,214118,0.695,8158548717,0.0
Albania,2005,male,75+ years,0,38471,0.695,8158548717,0.0
Albania,2006,female,15-24 years,0,283138,0.0,8992642349,0.0
Albania,2006,female,25-34 years,0,186391,0.0,8992642349,0.0
Albania,2006,female,35-54 years,0,388746,0.0,8992642349,0.0
Albania,2006,female,5-14 years,0,267316,0.0,8992642349,0.0
Albania,2006,female,55-74 years,0,215907,0.0,8992642349,0.0
Albania,2006,female,75+ years,0,56011,0.0,8992642349,0.0
Albania,2006,male,15-24 years,0,286679,0.0,8992642349,0.0
Albania,2006,male,25-34 years,0,174092,0.0,8992642349,0.0
Albania,2006,male,35-54 years,0,379076,0.0,8992642349,0.0
Albania,2006,male,5-14 years,0,282678,0.0,8992642349,0.0
Albania,2006,male,55-74 years,0,219360,0.0,8992642349,0.0
Albania,2006,male,75+ years,0,40782,0.0,8992642349,0.0
Albania,2007,male,75+ years,8,42366,0.0,10701011897,18.88306661001747
Albania,2007,male,35-54 years,29,378626,0.0,10701011897,7.659273267023395
Albania,2007,male,55-74 years,14,224160,0.0,10701011897,6.245538900785153
Albania,2007,female,75+ years,3,57404,0.0,10701011897,5.226116646923559
Albania,2007,male,25-34 years,9,172494,0.0,10701011897,5.217572785140353
Albania,2007,female,15-24 years,13,281080,0.0,10701011897,4.625017788529956
Albania,2007,male,15-24 years,13,288349,0.0,10701011897,4.508425553756038
Albania,2007,female,25-34 years,8,183629,0.0,10701011897,4.356610339325488
Albania,2007,female,55-74 years,9,221120,0.0,10701011897,4.070188133140377
Albania,2007,female,35-54 years,14,391811,0.0,10701011897,3.573151340825041
Albania,2007,male,5-14 years,4,272497,0.0,10701011897,1.4679060686906646
Albania,2007,female,5-14 years,0,256808,0.0,10701011897,0.0
Albania,2008,male,25-34 years,21,172855,0.0,12881352688,12.148910936912442
Albania,2008,male,35-54 years,37,377119,0.0,12881352688,9.811226695021997
Albania,2008,male,55-74 years,21,228672,0.0,12881352688,9.183459277917716
Albania,2008,female,75+ years,5,59369,0.0,12881352688,8.421903687109433
Albania,2008,female,15-24 years,2,276073,0.0,12881352688,0.7244460704234025
Albania,2008,female,25-34 years,9,182663,0.0,12881352688,4.9271062010368825
Albania,2008,female,35-54 years,19,393832,0.0,12881352688,4.824392126592049
Albania,2008,male,75+ years,2,44574,0.0,12881352688,4.486920626374119
Albania,2008,male,15-24 years,11,286702,0.0,12881352688,3.836736402257396
Albania,2008,female,55-74 years,7,226448,0.0,12881352688,3.0912174097364518
Albania,2008,male,5-14 years,7,262464,0.0,12881352688,2.6670324311143623
Albania,2008,female,5-14 years,1,246288,0.0,12881352688,0.40602871435067883
Albania,2009,female,15-24 years,0,270003,0.0,12044212904,0.0
Albania,2009,female,25-34 years,0,182712,0.0,12044212904,0.0
Albania,2009,female,35-54 years,0,394286,0.0,12044212904,0.0
Albania,2009,female,5-14 years,0,236174,0.0,12044212904,0.0
Albania,2009,female,55-74 years,0,233302,0.0,12044212904,0.0
Albania,2009,female,75+ years,0,61582,0.0,12044212904,0.0
Albania,2009,male,15-24 years,0,283448,0.0,12044212904,0.0
Albania,2009,male,25-34 years,0,174955,0.0,12044212904,0.0
Albania,2009,male,35-54 years,0,374365,0.0,12044212904,0.0
Albania,2009,male,5-14 years,0,253007,0.0,12044212904,0.0
Albania,2009,male,55-74 years,0,234570,0.0,12044212904,0.0
Albania,2009,male,75+ years,0,47331,0.0,12044212904,0.0
Albania,2010,male,55-74 years,2,241852,0.722,11926953259,0.8269520202437854
Albania,2010,male,35-54 years,2,371611,0.722,11926953259,0.5381972008363585
Albania,2010,male,25-34 years,9,179720,0.722,11926953259,5.0077898953928335
Albania,2010,male,75+ years,2,50767,0.722,11926953259,3.9395670415821304
Albania,2010,male,15-24 years,1,279508,0.722,11926953259,0.35777151280106473
Albania,2010,female,25-34 years,6,183579,0.722,11926953259,3.2683476868269246
Albania,2010,female,75+ years,2,64415,0.722,11926953259,3.10486687883257
Albania,2010,female,35-54 years,12,394593,0.722,11926953259,3.0411081798207267
Albania,2010,female,55-74 years,7,241491,0.722,11926953259,2.8986587491873403
Albania,2010,female,15-24 years,6,263581,0.722,11926953259,2.2763401003865984
Albania,2010,female,5-14 years,2,223969,0.722,11926953259,0.8929807250110506
Albania,2010,male,5-14 years,0,240939,0.722,11926953259,0.0
Antigua and Barbuda,1985,female,15-24 years,0,7709,0.0,240923926,0.0
Antigua and Barbuda,1985,female,25-34 years,0,6344,0.0,240923926,0.0
Antigua and Barbuda,1985,female,35-54 years,0,6173,0.0,240923926,0.0
Antigua and Barbuda,1985,female,5-14 years,0,7339,0.0,240923926,0.0
Antigua and Barbuda,1985,female,55-74 years,0,3778,0.0,240923926,0.0
Antigua and Barbuda,1985,female,75+ years,0,949,0.0,240923926,0.0
Antigua and Barbuda,1985,male,15-24 years,0,7667,0.0,240923926,0.0
Antigua and Barbuda,1985,male,25-34 years,0,6194,0.0,240923926,0.0
Antigua and Barbuda,1985,male,35-54 years,0,5970,0.0,240923926,0.0
Antigua and Barbuda,1985,male,5-14 years,0,7304,0.0,240923926,0.0
Antigua and Barbuda,1985,male,55-74 years,0,2723,0.0,240923926,0.0
Antigua and Barbuda,1985,male,75+ years,0,424,0.0,240923926,0.0
Antigua and Barbuda,1986,female,15-24 years,0,7668,0.0,290440148,0.0
Antigua and Barbuda,1986,female,25-34 years,0,6209,0.0,290440148,0.0
Antigua and Barbuda,1986,female,35-54 years,0,6101,0.0,290440148,0.0
Antigua and Barbuda,1986,female,5-14 years,0,6907,0.0,290440148,0.0
Antigua and Barbuda,1986,female,55-74 years,0,3764,0.0,290440148,0.0
Antigua and Barbuda,1986,female,75+ years,0,1014,0.0,290440148,0.0
Antigua and Barbuda,1986,male,15-24 years,0,7563,0.0,290440148,0.0
Antigua and Barbuda,1986,male,25-34 years,0,6023,0.0,290440148,0.0
Antigua and Barbuda,1986,male,35-54 years,0,5947,0.0,290440148,0.0
Antigua and Barbuda,1986,male,5-14 years,0,6827,0.0,290440148,0.0
Antigua and Barbuda,1986,male,55-74 years,0,2771,0.0,290440148,0.0
Antigua and Barbuda,1986,male,75+ years,0,476,0.0,290440148,0.0
Antigua and Barbuda,1987,female,15-24 years,0,7583,0.0,337174852,0.0
Antigua and Barbuda,1987,female,25-34 years,0,6101,0.0,337174852,0.0
Antigua and Barbuda,1987,female,35-54 years,0,6059,0.0,337174852,0.0
Antigua and Barbuda,1987,female,5-14 years,0,6623,0.0,337174852,0.0
Antigua and Barbuda,1987,female,55-74 years,0,3738,0.0,337174852,0.0
Antigua and Barbuda,1987,female,75+ years,0,1081,0.0,337174852,0.0
Antigua and Barbuda,1987,male,15-24 years,0,7421,0.0,337174852,0.0
Antigua and Barbuda,1987,male,25-34 years,0,5893,0.0,337174852,0.0
Antigua and Barbuda,1987,male,35-54 years,0,5927,0.0,337174852,0.0
Antigua and Barbuda,1987,male,5-14 years,0,6499,0.0,337174852,0.0
Antigua and Barbuda,1987,male,55-74 years,0,2798,0.0,337174852,0.0
Antigua and Barbuda,1987,male,75+ years,0,538,0.0,337174852,0.0
Antigua and Barbuda,1988,female,15-24 years,0,7413,0.0,398637741,0.0
Antigua and Barbuda,1988,female,25-34 years,0,6041,0.0,398637741,0.0
Antigua and Barbuda,1988,female,35-54 years,0,6021,0.0,398637741,0.0
Antigua and Barbuda,1988,female,5-14 years,0,6527,0.0,398637741,0.0
Antigua and Barbuda,1988,female,55-74 years,0,3708,0.0,398637741,0.0
Antigua and Barbuda,1988,female,75+ years,0,1141,0.0,398637741,0.0
Antigua and Barbuda,1988,male,15-24 years,0,7209,0.0,398637741,0.0
Antigua and Barbuda,1988,male,25-34 years,0,5826,0.0,398637741,0.0
Antigua and Barbuda,1988,male,35-54 years,0,5907,0.0,398637741,0.0
Antigua and Barbuda,1988,male,5-14 years,0,6355,0.0,398637741,0.0
Antigua and Barbuda,1988,male,55-74 years,0,2813,0.0,398637741,0.0
Antigua and Barbuda,1988,male,75+ years,0,603,0.0,398637741,0.0
Antigua and Barbuda,1989,female,15-24 years,0,7152,0.0,438794778,0.0
Antigua and Barbuda,1989,female,25-34 years,0,6059,0.0,438794778,0.0
Antigua and Barbuda,1989,female,35-54 years,0,5969,0.0,438794778,0.0
Antigua and Barbuda,1989,female,5-14 years,0,6621,0.0,438794778,0.0
Antigua and Barbuda,1989,female,55-74 years,0,3696,0.0,438794778,0.0
Antigua and Barbuda,1989,female,75+ years,0,1195,0.0,438794778,0.0
Antigua and Barbuda,1989,male,15-24 years,0,6927,0.0,438794778,0.0
Antigua and Barbuda,1989,male,25-34 years,0,5835,0.0,438794778,0.0
Antigua and Barbuda,1989,male,35-54 years,0,5862,0.0,438794778,0.0
Antigua and Barbuda,1989,male,5-14 years,0,6403,0.0,438794778,0.0
Antigua and Barbuda,1989,male,55-74 years,0,2843,0.0,438794778,0.0
Antigua and Barbuda,1989,male,75+ years,0,676,0.0,438794778,0.0
Antigua and Barbuda,1990,male,35-54 years,1,5799,0.0,459469074,17.24435247456458
Antigua and Barbuda,1990,female,15-24 years,0,6827,0.0,459469074,0.0
Antigua and Barbuda,1990,female,25-34 years,0,6172,0.0,459469074,0.0
Antigua and Barbuda,1990,female,35-54 years,0,5895,0.0,459469074,0.0
Antigua and Barbuda,1990,female,5-14 years,0,6877,0.0,459469074,0.0
Antigua and Barbuda,1990,female,55-74 years,0,3706,0.0,459469074,0.0
Antigua and Barbuda,1990,female,75+ years,0,1252,0.0,459469074,0.0
Antigua and Barbuda,1990,male,15-24 years,0,6598,0.0,459469074,0.0
Antigua and Barbuda,1990,male,25-34 years,0,5937,0.0,459469074,0.0
Antigua and Barbuda,1990,male,5-14 years,0,6611,0.0,459469074,0.0
Antigua and Barbuda,1990,male,55-74 years,0,2902,0.0,459469074,0.0
Antigua and Barbuda,1990,male,75+ years,0,758,0.0,459469074,0.0
Antigua and Barbuda,1991,female,15-24 years,0,6595,0.0,481706333,0.0
Antigua and Barbuda,1991,female,25-34 years,0,6396,0.0,481706333,0.0
Antigua and Barbuda,1991,female,35-54 years,0,6198,0.0,481706333,0.0
Antigua and Barbuda,1991,female,5-14 years,0,7089,0.0,481706333,0.0
Antigua and Barbuda,1991,female,55-74 years,0,3665,0.0,481706333,0.0
Antigua and Barbuda,1991,female,75+ years,0,1293,0.0,481706333,0.0
Antigua and Barbuda,1991,male,15-24 years,0,6401,0.0,481706333,0.0
Antigua and Barbuda,1991,male,25-34 years,0,6156,0.0,481706333,0.0
Antigua and Barbuda,1991,male,35-54 years,0,6122,0.0,481706333,0.0
Antigua and Barbuda,1991,male,5-14 years,0,6818,0.0,481706333,0.0
Antigua and Barbuda,1991,male,55-74 years,0,2857,0.0,481706333,0.0
Antigua and Barbuda,1991,male,75+ years,0,804,0.0,481706333,0.0
Antigua and Barbuda,1992,female,15-24 years,0,6369,0.0,499281148,0.0
Antigua and Barbuda,1992,female,25-34 years,0,6650,0.0,499281148,0.0
Antigua and Barbuda,1992,female,35-54 years,0,6534,0.0,499281148,0.0
Antigua and Barbuda,1992,female,5-14 years,0,7311,0.0,499281148,0.0
Antigua and Barbuda,1992,female,55-74 years,0,3648,0.0,499281148,0.0
Antigua and Barbuda,1992,female,75+ years,0,1339,0.0,499281148,0.0
Antigua and Barbuda,1992,male,15-24 years,0,6221,0.0,499281148,0.0
Antigua and Barbuda,1992,male,25-34 years,0,6409,0.0,499281148,0.0
Antigua and Barbuda,1992,male,35-54 years,0,6497,0.0,499281148,0.0
Antigua and Barbuda,1992,male,5-14 years,0,7059,0.0,499281148,0.0
Antigua and Barbuda,1992,male,55-74 years,0,2851,0.0,499281148,0.0
Antigua and Barbuda,1992,male,75+ years,0,853,0.0,499281148,0.0
Antigua and Barbuda,1993,male,25-34 years,1,6668,0.0,535172778,14.997000599880023
Antigua and Barbuda,1993,female,15-24 years,0,6182,0.0,535172778,0.0
Antigua and Barbuda,1993,female,25-34 years,0,6914,0.0,535172778,0.0
Antigua and Barbuda,1993,female,35-54 years,0,6917,0.0,535172778,0.0
Antigua and Barbuda,1993,female,5-14 years,0,7529,0.0,535172778,0.0
Antigua and Barbuda,1993,female,55-74 years,0,3662,0.0,535172778,0.0
Antigua and Barbuda,1993,female,75+ years,0,1386,0.0,535172778,0.0
Antigua and Barbuda,1993,male,15-24 years,0,6069,0.0,535172778,0.0
Antigua and Barbuda,1993,male,35-54 years,0,6915,0.0,535172778,0.0
Antigua and Barbuda,1993,male,5-14 years,0,7298,0.0,535172778,0.0
Antigua and Barbuda,1993,male,55-74 years,0,2879,0.0,535172778,0.0
Antigua and Barbuda,1993,male,75+ years,0,896,0.0,535172778,0.0
Antigua and Barbuda,1994,female,15-24 years,0,6083,0.0,589429593,0.0
Antigua and Barbuda,1994,female,25-34 years,0,7151,0.0,589429593,0.0
Antigua and Barbuda,1994,female,35-54 years,0,7357,0.0,589429593,0.0
